Resultsfromheasarc_fermigbrst:FermiGBMBurstCatalog
Coordinatesystem:Equatorial
|name|t90|t90_error|fluence|fluence_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_pivot|pflx_comp_pivot_pos_err|pflx_comp_pivot_neg_err|pflx_comp_ergflux|pflx_comp_ergflux_error|
|GRB101214993|11.520|3.665|1.0917e-06|3.7604e-08|6.863619e+02|2.419066e+02|2.419066e+02|-5.688381e-01|4.039502e-01|4.039502e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.094746e-06|1.784735e-07|
|GRB130924910|1.792|3.167|3.4693e-07|3.9515e-08|4.241173e+03|5.698108e+04|5.698108e+04|-1.681587e+00|3.085222e-01|3.085222e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.886189e-07|1.799814e-07|
|GRB150902733|13.568|0.362|8.3192e-05|5.1999e-08|4.233338e+02|9.664215e+00|9.664215e+00|-4.319150e-01|2.199832e-02|2.199832e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.401869e-05|1.826108e-07|
|GRB180404848|0.544|0.842|2.2967e-07|3.9670e-08|7.924372e+01|1.167377e+01|1.167377e+01|-5.398976e-01|4.735268e-01|4.735268e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.357130e-06|1.832543e-07|
|GRB170304003|0.160|0.315|3.1497e-07|1.4268e-08|9.840894e+01|1.062751e+01|1.062751e+01|-6.398184e-01|2.277415e-01|2.277415e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.921693e-06|1.833359e-07|
|GRB151231443|71.425|0.724|8.5926e-05|2.3398e-07|4.333195e+02|2.198889e+01|2.198889e+01|-8.944513e-01|4.666835e-02|4.666835e-02|1.000000e+02|0.000000e+00|0.000000e+00|9.692519e-06|1.841034e-07|
|GRB110909116|20.736|1.639|4.9196e-05|1.4373e-05|7.718776e+02|2.032491e+02|2.032491e+02|-1.427818e+00|1.408178e-01|1.408178e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.115233e-06|1.847909e-07|
|GRB101123952|103.938|0.572|1.1747e-04|5.2880e-08|5.812666e+02|2.959375e+01|2.959375e+01|-7.391198e-01|2.753133e-02|2.753133e-02|1.000000e+02|0.000000e+00|0.000000e+00|9.512098e-06|1.852415e-07|
|GRB180305393|13.056|0.810|5.8065e-05|6.4935e-08|3.717810e+02|1.521478e+01|1.521478e+01|-4.288346e-01|3.689772e-02|3.689772e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.604332e-06|1.856804e-07|
|GRB180113011|15.872|0.572|3.5100e-05|4.2188e-08|5.849146e+02|2.388818e+01|2.388818e+01|-5.853924e-01|2.920812e-02|2.920812e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.117421e-05|1.861888e-07|
|GRB120524134|0.704|0.466|2.5274e-07|1.5086e-08|8.926160e+01|1.174448e+01|1.174448e+01|-4.862122e-01|4.439977e-01|4.439977e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.351122e-06|1.885678e-07|
|GRB160530667|9.024|0.181|9.1857e-05|4.9921e-08|2.595023e+02|4.234207e+00|4.234207e+00|-6.270693e-01|1.593715e-02|1.593715e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.834575e-05|1.890536e-07|
|GRB180113418|24.576|0.362|1.6311e-04|5.7629e-08|6.101522e+02|2.156805e+01|2.156805e+01|-7.157100e-01|2.027780e-02|2.027780e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.499804e-05|1.893690e-07|
|GRB180617872|1.920|0.779|4.8590e-07|2.1203e-08|1.437076e+02|2.571983e+01|2.571983e+01|-3.814163e-01|4.490023e-01|4.490023e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.039251e-06|1.942118e-07|
|GRB080831053|0.576|1.168|5.6227e-08|1.7354e-08|1.704839e+02|3.233955e+01|3.233955e+01|9.994512e-01|1.114133e+00|1.114133e+00|1.000000e+02|0.000000e+00|0.000000e+00|7.560739e-07|1.964294e-07|
|GRB130606497|52.225|0.724|2.0087e-04|2.0452e-07|2.066731e+03|9.483203e+01|9.483203e+01|-1.047995e+00|1.150382e-02|1.150382e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.794169e-05|1.976874e-07|
|GRB160422499|12.288|0.362|8.8021e-05|7.0522e-08|3.895034e+02|9.328583e+00|9.328583e+00|-8.580347e-01|1.449728e-02|1.449728e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.834216e-05|2.001561e-07|
|GRB110825102|62.465|0.231|4.6129e-05|1.1104e-07|4.008227e+02|1.347623e+01|1.347623e+01|-7.557133e-01|2.215457e-02|2.215457e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.231742e-05|2.001881e-07|
|GRB130808253|0.256|0.898|2.2969e-07|1.7793e-08|9.155299e+01|1.396646e+01|1.396646e+01|-2.170403e-01|4.542345e-01|4.542345e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.648487e-06|2.021383e-07|
|GRB170210116|76.545|1.379|9.6107e-05|4.7655e-08|5.369081e+02|3.887595e+01|3.887595e+01|-8.135324e-01|3.600550e-02|3.600550e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.232984e-06|2.027032e-07|
|GRB150605782|0.176|1.243|7.6057e-08|1.8407e-08|1.495680e+02|4.335885e+01|4.335885e+01|-2.978055e-01|5.807302e-01|5.807302e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.786552e-07|2.048779e-07|
|GRB150412507|0.576|1.319|1.2957e-07|1.2244e-08|1.332002e+02|1.116111e+02|1.116111e+02|-1.222828e+00|5.624221e-01|5.624221e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.035511e-07|2.084955e-07|
|GRB160910722|24.320|0.362|7.9660e-05|2.5309e-08|3.885940e+02|6.444336e+00|6.444336e+00|-3.630891e-01|1.834726e-02|1.834726e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.102798e-05|2.092135e-07|
|GRB090926181|13.760|0.286|1.4657e-04|3.4076e-07|3.855759e+02|7.529205e+00|7.529205e+00|-5.178197e-01|1.776379e-02|1.776379e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.904917e-05|2.108553e-07|
|GRB150923864|1.792|0.091|1.5772e-06|1.4473e-08|1.369883e+02|1.528919e+01|1.528919e+01|2.207883e-01|3.054085e-01|3.054085e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.108953e-06|2.112867e-07|
|GRB150628767|0.640|0.634|2.6488e-07|1.1506e-08|2.164151e+02|3.550531e+01|3.550531e+01|2.013917e+00|1.597572e+00|1.597572e+00|1.000000e+02|0.000000e+00|0.000000e+00|9.318198e-07|2.114494e-07|
|GRB171126235|1.472|0.143|7.1957e-06|4.9012e-08|1.028706e+02|6.277557e+00|6.277557e+00|1.606201e-01|1.917879e-01|1.917879e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.831794e-06|2.124882e-07|
|GRB160821937|1.088|0.977|1.9536e-07|2.0238e-08|1.564918e+02|5.826665e+01|5.826665e+01|-8.588077e-01|3.874821e-01|3.874821e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.509558e-07|2.125876e-07|
|GRB130306991|120.578|5.515|1.2460e-04|7.1963e-07|4.900202e+02|6.724664e+01|6.724664e+01|-8.625125e-01|1.273962e-01|1.273962e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.846971e-06|2.132340e-07|
|GRB180720598|48.897|0.362|2.9853e-04|9.0258e-08|9.287853e+02|4.075275e+01|4.075275e+01|-9.993986e-01|1.318193e-02|1.318193e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.813422e-05|2.153376e-07|
|GRB170808936|17.664|0.572|1.1591e-04|1.5636e-07|3.511149e+02|6.925934e+00|6.925934e+00|-8.894160e-01|1.263142e-02|1.263142e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.455935e-05|2.163894e-07|
|GRB081215784|5.568|0.143|5.4666e-05|5.8683e-08|9.953321e+02|3.210883e+01|3.210883e+01|-6.434006e-01|1.719832e-02|1.719832e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.370961e-05|2.169208e-07|
|GRB100719989|21.824|1.305|5.1938e-05|6.5394e-07|5.455892e+02|1.786060e+01|1.786060e+01|-6.041566e-01|2.555609e-02|2.555609e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.562251e-05|2.173186e-07|
|GRB150314205|10.688|0.143|8.1592e-05|1.2798e-07|3.485932e+02|7.971954e+00|7.971954e+00|-5.079955e-01|2.234119e-02|2.234119e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.624620e-05|2.185613e-07|
|GRB160821857|43.009|0.724|5.2221e-04|8.5864e-08|2.217320e+03|6.859082e+01|6.859082e+01|-1.022353e+00|6.970882e-03|6.970882e-03|1.000000e+02|0.000000e+00|0.000000e+00|3.344809e-05|2.197394e-07|
|GRB100829876|8.704|0.389|1.4989e-05|7.1954e-08|2.402026e+02|1.120320e+01|1.120320e+01|-6.031756e-01|4.688203e-02|4.688203e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.579890e-06|2.216950e-07|
|GRB141020439|1.600|0.951|8.4713e-08|1.2723e-08|9.914390e+03|1.929659e+04|1.929659e+04|-1.111770e+00|3.004282e-01|3.004282e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.330053e-07|2.237573e-07|
|GRB131004904|1.152|0.590|5.0994e-07|1.9109e-08|1.258451e+02|4.367506e+01|4.367506e+01|-1.198996e+00|4.884478e-01|4.884478e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.359834e-07|2.251020e-07|
|GRB150609316|0.256|0.276|1.2122e-07|1.6885e-08|1.816577e+02|4.424305e+01|4.424305e+01|6.726942e-01|8.739290e-01|8.739290e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.636981e-07|2.259152e-07|
|GRB140329295|21.248|1.056|6.7004e-05|3.3216e-08|4.225113e+02|9.623200e+00|9.623200e+00|-8.109715e-01|1.567477e-02|1.567477e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.268172e-05|2.269684e-07|
|GRB110605780|1.536|1.056|4.3852e-07|2.1171e-08|1.776666e+02|4.601953e+01|4.601953e+01|5.692559e-01|1.176082e+00|1.176082e+00|1.000000e+02|0.000000e+00|0.000000e+00|7.299059e-07|2.273732e-07|
|GRB141126233|0.896|0.792|4.0459e-07|2.2758e-08|1.815491e+03|5.997773e+03|5.997773e+03|-1.275480e+00|3.330336e-01|3.330336e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.204930e-07|2.309267e-07|
|GRB160818230|2.176|0.905|4.9220e-07|2.1401e-08|1.526765e+02|2.682717e+01|2.682717e+01|2.815008e+00|2.044593e+00|2.044593e+00|1.000000e+02|0.000000e+00|0.000000e+00|1.022597e-06|2.312069e-07|
|GRB140508128|44.288|0.231|6.1432e-05|1.2084e-07|4.539492e+02|1.737854e+01|1.737854e+01|-6.513780e-01|3.210473e-02|3.210473e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.276869e-05|2.324217e-07|
|GRB130404877|0.960|1.729|2.2021e-07|5.6106e-08|2.051595e+02|7.893551e+01|7.893551e+01|-8.578122e-02|7.507921e-01|7.507921e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.410714e-07|2.324830e-07|
|GRB111207512|0.768|1.145|2.6214e-07|2.6569e-08|2.176597e+02|5.360039e+01|5.360039e+01|8.839138e-01|1.380393e+00|1.380393e+00|1.000000e+02|0.000000e+00|0.000000e+00|7.148829e-07|2.325121e-07|
|GRB160714097|0.320|0.362|1.1169e-07|1.4801e-08|1.526344e+04|7.345521e+04|7.345521e+04|-1.486661e+00|1.655113e-01|1.655113e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.544644e-07|2.372193e-07|
|GRB171119992|26.369|0.572|4.6886e-05|2.3476e-07|3.939876e+02|2.489981e+01|2.489981e+01|-8.744760e-01|6.945312e-02|6.945312e-02|1.000000e+02|0.000000e+00|0.000000e+00|8.816292e-06|2.386075e-07|
|GRB090429753|0.640|0.466|1.1183e-06|4.3313e-08|1.652630e+03|3.990760e+03|3.990760e+03|-1.266355e+00|3.062823e-01|3.062823e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.154207e-07|2.390323e-07|
|GRB081119184|0.320|0.680|1.2952e-07|1.7560e-08|1.307656e+04|3.981361e+05|3.981361e+05|-1.719526e+00|3.214733e-01|3.214733e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.324920e-07|2.397190e-07|
|GRB090618353|112.386|1.086|2.6845e-04|4.2894e-07|4.474974e+02|2.014505e+01|2.014505e+01|-9.569405e-01|2.832705e-02|2.832705e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.366851e-05|2.416888e-07|
|GRB180409346|13.056|0.362|4.6578e-05|9.5199e-08|3.116803e+02|1.002289e+01|1.002289e+01|-1.624024e-01|6.298318e-02|6.298318e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.191360e-05|2.422096e-07|
|GRB161026373|0.112|0.210|1.4382e-07|1.5990e-08|1.927401e+02|5.796204e+01|5.796204e+01|1.534897e-01|6.549954e-01|6.549954e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.647255e-07|2.430503e-07|
|GRB080919790|0.512|0.405|4.5867e-08|5.0626e-09|1.684376e+02|5.131709e+01|5.131709e+01|-7.187396e-01|6.378617e-01|6.378617e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.017099e-07|2.431290e-07|
|GRB171010792|107.266|0.810|6.3279e-04|9.8525e-08|3.606317e+02|9.370819e+00|9.370819e+00|-9.005848e-01|1.626611e-02|1.626611e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.078411e-05|2.440068e-07|
|GRB170409112|64.001|0.724|2.9474e-04|7.5099e-08|1.752852e+03|3.853296e+01|3.853296e+01|-6.587428e-01|1.015365e-02|1.015365e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.879465e-05|2.454838e-07|
|GRB180511437|1.984|0.968|7.6532e-07|1.8237e-08|1.742733e+02|4.818878e+01|4.818878e+01|-6.353887e-01|4.739114e-01|4.739114e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.683154e-07|2.456293e-07|
|GRB081122614|0.192|0.091|1.3901e-07|7.9485e-09|1.697243e+02|4.052155e+01|4.052155e+01|-5.420571e-01|5.034106e-01|5.034106e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.047739e-06|2.458393e-07|
|GRB110101202|3.584|1.493|2.4986e-07|2.8186e-08|5.373069e+03|2.911846e+04|2.911846e+04|-1.546510e+00|2.149836e-01|2.149836e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.578351e-07|2.507498e-07|
|GRB120609580|1.792|0.810|4.1964e-07|2.5291e-08|1.040224e+03|3.655066e+03|3.655066e+03|-1.421632e+00|3.876867e-01|3.876867e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.183376e-07|2.510921e-07|
|GRB170817529|2.048|0.466|2.7914e-07|1.7403e-08|2.291658e+02|7.808147e+01|7.808147e+01|8.489281e-01|1.376728e+00|1.376728e+00|1.000000e+02|0.000000e+00|0.000000e+00|7.272727e-07|2.514942e-07|
|GRB110916016|1.792|1.993|4.2261e-07|6.4902e-08|1.847744e+06|2.260681e+08|2.260681e+08|-1.319120e+00|8.229887e-02|8.229887e-02|1.000000e+02|0.000000e+00|0.000000e+00|7.904245e-07|2.520990e-07|
|GRB110131780|0.384|1.478|5.7535e-08|1.5218e-08|1.894557e+02|4.835522e+01|4.835522e+01|1.357604e-01|9.596663e-01|9.596663e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.941338e-07|2.529853e-07|
|GRB081101491|0.128|0.091|1.6822e-07|3.6450e-09|1.982088e+02|4.063728e+01|4.063728e+01|-4.127073e-01|4.821750e-01|4.821750e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.085789e-06|2.531346e-07|
|GRB120814803|0.192|0.272|1.2844e-07|3.4753e-08|2.339867e+02|5.345267e+01|5.345267e+01|2.827459e+00|2.425501e+00|2.425501e+00|1.000000e+02|0.000000e+00|0.000000e+00|9.140253e-07|2.540806e-07|
|GRB090820027|12.416|0.181|1.5360e-04|1.8351e-07|2.953928e+02|5.085602e+00|5.085602e+00|-6.180157e-01|1.765162e-02|1.765162e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.379653e-05|2.573290e-07|
|GRB120629565|0.704|1.026|5.1917e-08|1.2052e-08|2.525847e+02|7.355664e+01|7.355664e+01|2.104134e+00|2.838253e+00|2.838253e+00|1.000000e+02|0.000000e+00|0.000000e+00|6.238460e-07|2.578419e-07|
|GRB170827818|0.832|0.405|4.7114e-07|1.4638e-08|1.923344e+02|2.957541e+01|2.957541e+01|1.815662e-01|5.746156e-01|5.746156e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.132114e-06|2.592516e-07|
|GRB140724533|0.896|0.820|1.2694e-07|1.3886e-08|2.104980e+02|8.644511e+01|8.644511e+01|-1.383783e-01|7.207120e-01|7.207120e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.851480e-07|2.593965e-07|
|GRB120101354|0.128|0.072|1.0925e-07|1.3869e-08|1.855407e+02|4.364617e+01|4.364617e+01|-1.139208e-01|4.064665e-01|4.064665e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.338631e-06|2.603299e-07|
|GRB180218635|5.632|0.362|5.4708e-05|7.0289e-08|4.850494e+02|1.497018e+01|1.497018e+01|-5.578623e-01|3.114796e-02|3.114796e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.754591e-05|2.640072e-07|
|GRB170726249|1.792|0.923|6.0235e-07|1.6762e-08|2.279216e+02|5.894810e+01|5.894810e+01|5.396659e-03|8.469119e-01|8.469119e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.056250e-07|2.654427e-07|
|GRB160211119|0.960|1.042|1.4487e-07|1.2475e-08|1.792267e+03|3.653644e+03|3.653644e+03|-9.701209e-01|4.615186e-01|4.615186e-01|1.000000e+02|0.000000e+00|0.000000e+00|8.427030e-07|2.673598e-07|
|GRB090108020|0.704|0.143|7.4732e-07|1.6643e-08|1.472067e+02|1.444080e+01|1.444080e+01|-2.841815e-01|1.850928e-01|1.850928e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.216955e-06|2.698632e-07|
|GRB100516369|2.112|1.134|1.8798e-07|1.2836e-08|2.086457e+02|5.723570e+01|5.723570e+01|-3.593794e-01|5.805293e-01|5.805293e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.050694e-06|2.755448e-07|
|GRB101021063|1.536|2.360|2.9255e-07|2.0572e-08|5.221024e+03|3.990664e+03|3.990664e+03|-1.002066e+00|1.698866e-01|1.698866e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.428739e-06|2.824608e-07|
|GRB160603719|0.384|0.231|1.9732e-07|4.1496e-08|2.155846e+02|5.834698e+01|5.834698e+01|1.260765e+00|1.348375e+00|1.348375e+00|1.000000e+02|0.000000e+00|0.000000e+00|9.909920e-07|2.831125e-07|
|GRB180206203|0.448|0.181|3.3196e-07|1.5270e-08|1.873404e+02|4.068453e+01|4.068453e+01|6.434211e-01|8.020254e-01|8.020254e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.275905e-06|2.864824e-07|
|GRB090620901|0.960|0.272|4.3097e-07|3.2262e-08|9.513375e+02|3.923862e+03|3.923862e+03|-1.267084e+00|6.132078e-01|6.132078e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.100041e-07|2.873882e-07|
|GRB160802259|16.384|0.362|6.8399e-05|5.7109e-08|3.467103e+02|8.241455e+00|8.241455e+00|-2.949235e-01|3.084153e-02|3.084153e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.790678e-05|2.877669e-07|
|GRB160224911|0.384|1.778|1.2062e-07|2.2820e-08|2.548823e+02|1.430902e+02|1.430902e+02|-4.482065e-01|7.492508e-01|7.492508e-01|1.000000e+02|0.000000e+00|0.000000e+00|7.677573e-07|2.879881e-07|
|GRB090520832|0.768|0.834|2.3170e-07|2.5161e-08|8.190000e+04|1.403851e+06|1.403851e+06|-1.472834e+00|1.793506e-01|1.793506e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.033556e-06|2.884245e-07|
|GRB150705588|0.704|0.730|2.0708e-07|2.3248e-08|2.173579e+02|9.260020e+01|9.260020e+01|-1.058060e+00|4.514945e-01|4.514945e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.068775e-07|2.902054e-07|
|GRB110509475|0.640|0.779|5.2569e-07|1.4622e-08|2.189097e+02|3.888690e+01|3.888690e+01|6.878424e-03|3.774274e-01|3.774274e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.682803e-06|2.915603e-07|
|GRB150923429|0.192|0.143|2.6060e-07|1.8886e-08|2.265317e+02|4.049839e+01|4.049839e+01|1.844216e+00|1.313347e+00|1.313347e+00|1.000000e+02|0.000000e+00|0.000000e+00|1.481039e-06|2.921893e-07|
|GRB150316400|1.984|1.541|1.3116e-07|1.8718e-08|5.514519e+02|9.748354e+02|9.748354e+02|-9.154708e-01|7.215280e-01|7.215280e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.900034e-07|2.939376e-07|
|GRB160428412|0.576|1.270|1.7793e-07|3.3479e-08|4.205026e+03|3.782627e+03|3.782627e+03|-9.768435e-01|2.490465e-01|2.490465e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.343390e-06|2.943127e-07|
|GRB081223419|0.576|0.143|8.3448e-07|3.8567e-08|1.998861e+02|2.884843e+01|2.884843e+01|-3.525791e-01|2.255073e-01|2.255073e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.270424e-06|2.955425e-07|
|GRB120916085|1.280|1.493|7.3336e-08|1.0412e-08|1.082550e+03|1.461658e+03|1.461658e+03|-9.377513e-01|3.925572e-01|3.925572e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.402505e-06|2.957988e-07|
|GRB101027230|1.344|1.802|1.4381e-07|8.7545e-09|2.431277e+02|6.666933e+01|6.666933e+01|-9.285116e-02|6.444427e-01|6.444427e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.004878e-06|2.958910e-07|
|GRB150325696|0.080|0.920|8.9347e-08|1.7958e-08|2.281377e+02|5.883996e+01|5.883996e+01|9.210505e-02|5.168414e-01|5.168414e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.365321e-06|2.961164e-07|
|GRB131028076|17.152|0.572|1.5330e-04|1.3104e-07|1.440979e+03|3.617419e+01|3.617419e+01|-5.115021e-01|1.603335e-02|1.603335e-02|1.000000e+02|0.000000e+00|0.000000e+00|2.819967e-05|2.990542e-07|
|GRB091019750|0.208|0.172|9.0551e-08|6.1599e-09|2.138527e+02|5.708313e+01|5.708313e+01|-2.564313e-01|3.769130e-01|3.769130e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.359514e-06|3.020336e-07|
|GRB150715136|0.384|0.181|5.2553e-07|1.9144e-08|1.150253e+03|5.205931e+02|5.205931e+02|-6.793390e-01|3.183550e-01|3.183550e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.642430e-06|3.051107e-07|
|GRB091006360|0.192|0.091|1.1432e-07|1.6530e-08|2.429045e+02|1.069948e+02|1.069948e+02|-1.041976e+00|6.409169e-01|6.409169e-01|1.000000e+02|0.000000e+00|0.000000e+00|6.210107e-07|3.055353e-07|
|GRB150120123|3.328|1.382|3.3498e-07|2.1667e-08|2.303236e+02|5.213107e+02|5.213107e+02|-1.462861e+00|6.416981e-01|6.416981e-01|1.000000e+02|0.000000e+00|0.000000e+00|4.657832e-07|3.055363e-07|
|GRB141022087|9.216|0.572|8.9994e-05|9.5357e-08|5.392947e+02|1.869120e+01|1.869120e+01|-6.501798e-01|3.647982e-02|3.647982e-02|1.000000e+02|0.000000e+00|0.000000e+00|1.991965e-05|3.069302e-07|
|GRB090616157|1.152|1.168|4.1255e-07|2.2580e-08|2.241624e+02|1.227394e+02|1.227394e+02|-1.040722e+00|6.716437e-01|6.716437e-01|1.000000e+02|0.000000e+00|0.000000e+00|5.245410e-07|3.074195e-07|
|GRB101216721|1.917|0.551|3.0436e-06|6.7826e-08|1.707539e+02|1.924828e+01|1.924828e+01|-4.462762e-01|1.980401e-01|1.980401e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.302449e-06|3.083614e-07|
|GRB150101270|0.480|0.959|7.6144e-08|1.0699e-08|2.617709e+02|9.742622e+01|9.742622e+01|-5.897421e-01|4.626435e-01|4.626435e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.038182e-06|3.089782e-07|
|GRB171108656|0.032|0.023|1.0418e-05|6.5414e-07|1.445740e+02|1.392999e+01|1.392999e+01|1.683243e-01|2.716879e-01|2.716879e-01|1.000000e+02|0.000000e+00|0.000000e+00|3.604058e-06|3.097109e-07|
|GRB160314473|1.664|0.730|1.3226e-07|1.7682e-08|6.848730e+02|9.230212e+02|9.230212e+02|-1.177965e+00|3.278379e-01|3.278379e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.234375e-06|3.098252e-07|
|GRB121014638|0.576|0.979|1.2954e-07|2.1590e-08|5.885718e+02|7.343333e+02|7.343333e+02|-9.598272e-01|4.791005e-01|4.791005e-01|1.000000e+02|0.000000e+00|0.000000e+00|9.476275e-07|3.104232e-07|
|GRB110316139|2.944|2.199|1.1497e-07|3.3169e-08|1.933658e+03|2.998989e+03|2.998989e+03|-9.932123e-01|2.724472e-01|2.724472e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.212071e-06|3.107817e-07|
|GRB120205285|0.576|0.272|1.1092e-07|9.8579e-09|4.606164e+03|1.814154e+03|1.814154e+03|-6.900896e-01|2.225251e-01|2.225251e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.273641e-06|3.159636e-07|
|GRB110422029|0.320|0.453|8.0648e-08|1.9246e-08|9.991007e+02|5.364629e+02|5.364629e+02|-9.095069e-01|1.920162e-01|1.920162e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.845225e-06|3.161064e-07|
|GRB080723913|0.192|0.345|1.3352e-07|1.3650e-08|5.923087e+02|3.362666e+02|3.362666e+02|-9.052268e-01|3.613194e-01|3.613194e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.298320e-06|3.191965e-07|
|GRB160806584|1.664|0.453|1.6466e-06|2.7937e-08|1.791803e+02|3.698891e+01|3.698891e+01|-5.793718e-01|2.662942e-01|2.662942e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.264393e-06|3.203631e-07|
|GRB120129312|1.280|0.689|8.9315e-08|1.2526e-08|1.251220e+03|6.897300e+02|6.897300e+02|-4.193780e-01|6.595052e-01|6.595052e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.293044e-06|3.210931e-07|
|GRB170912985|0.480|1.000|1.4207e-07|2.1381e-08|2.087830e+03|8.925195e+02|8.925195e+02|-9.531915e-01|1.430260e-01|1.430260e-01|1.000000e+02|0.000000e+00|0.000000e+00|2.301779e-06|3.231947e-07|
|GRB161110179|1.792|0.923|1.5922e-07|2.5566e-08|3.047587e+03|2.352623e+03|2.352623e+03|-6.990574e-01|3.341440e-01|3.341440e-01|1.000000e+02|0.000000e+00|0.000000e+00|1.328317e-06|3.243305e-07|
|GRB081230871|0.512|0.272|1.8087e-07|1.6004e-08|2.447763e+02|6.835429e+01|6.835429e+01|4.731354e-01|1.100350e+00|1.100350e+00|1.000000e+02|0.000000e+00|0.000000e+00|9.459367e-07|3.296485e-07|
|GRB180130744|0.256|0.916|8.1398e-08|1.6276e-08|1.851227e+02|2.646654e+01|2.646654e+01|3.157620e+00|3.361705e+00|3.361705e+00|1.000000e+02|0.000000e+00|0.000000e+00|1.109718e-06|3.322432e-07|
